FID,Shape,latitude,longitude,hwmTypeNam,hwmQuality,Uncertainty,approvalMe,markerName,site_no,siteDescri,stateName,hwm_id,waterbody,hwm_qualit,hwm_locati,survey_dat,elev_ft,Flood,hwm_enviro,flag_date,stillwater,Curvature,Altitude,Storm surge,Wind speed,Rain,Soil moisture,Slope_Asp,Impervious,Flow accumulation,TWI,Slope,Distance to river,Distance to storm track,Distance to sea,HAND
187,Point,40.718012,-73.847914,Seed line,Fair: +/- 0.20 ,0.2,Ron Busciolano,Marker,NYQUE31428,"Tennis Pl., between Exeter St. and Dartmouth St., Forest Hills, Queens",NY,41140,Flash flooding,3,Seed line on blue post of no standing sign.,9/29/2021 4:00,62,1.56,Riverine,9/14/2021,0,-138200000,20.3624,1.45007,33.946,0.13308,0.331936,284.81,59,1,-3.30691,0.289672,0.004871,0.401355,0.138865,20.247
188,Point,40.715417,-73.853027,Seed line,Fair: +/- 0.20 ,0.2,Ron Busciolano,Marker,NYQUE31432,"Intersection of 69th Ave. and Juno St., Forest Hills, Queens",NY,41145,Flash flooding,3,Seed line on southeast corner of red fire call box.,9/29/2021 4:00,44.6,1.07,Riverine,9/14/2021,0,0,17.2675,1.3096,33.7479,0.127449,0.331936,-1,76,39,1.30935,0,0.003321,0.400265,0.137731,17.2675
229,Point,40.846571,-73.855975,Stain line,Excellent: +/- 0.05 ,0.05,Ron Busciolano,Not marked,NYBRO31438,"Intersection of Radcliff Ave. and Van Nest Ave., on garage door of home, Morris Park, Bronx",NY,41147,Flash flooding,1,High-watermark (HWM-1) transposed from stain line on interior of garage door to concrete base pad.,9/14/2021 4:00,61.6,1.31,Riverine,9/14/2021,0,-1036810000,19.7019,1.74001,33.1068,0.122293,0.331936,105.231,88,5,-2.35264,0.334649,0.013325,0.527183,0.076045,19.8129
189,Point,40.717606,-73.855877,Seed line,Good: +/- 0.10 ,0.1,Ron Busciolano,Marker,NYQUE31442,"Ingram St., between Yellowstone Blvd. and 68th Ave., Forest Hills, Queens",NY,41149,Flash flooding,2,Seed line on grey wall in alley between Ingram St. and Harrow St.,9/29/2021 4:00,39.5,0.99,Riverine,9/14/2021,0,0,17.2675,1.3096,33.7479,0.127449,0.331936,-1,84,39,1.30935,0,0.001165,0.403153,0.140578,17.2675
230,Point,40.864467,-73.898722,Seed line,Good: +/- 0.10 ,0.1,Ron Busciolano,Marker,NYBRO31453,"Jerome Ave., between West 192nd St. and West 190th St. at St. James Park, Fordham Manor, Bronx",NY,41150,Flash flooding,2,Continuous seed line around building; high-water mark (HWM-1) is located on the west side of the building.,9/14/2021 4:00,115.7,1.5,Riverine,9/14/2021,0,-169610000,37.9718,1.52251,32.2402,0.113863,0.400435,237.826,68,1,-3.39427,0.316114,0.008456,0.556134,0.113501,37.913
231,Point,40.847587,-73.844494,Debris,Excellent: +/- 0.05 ,0.05,Ron Busciolano,Not marked,NYBRO31477,"Eastchester Rd., between Bassett Ave. and Waters Pl., at service entrance to Cavalry Hospital, Westchester Square, Bronx",NY,41151,Flash flooding,1,Debris line on right side of service entrance on chain link fence; debris stuck in privacy slats.,9/14/2021 4:00,15.2,0.88,Riverine,9/14/2021,0,-1723350000,5.48741,1.88281,33.2029,0.125922,0.331936,66.6665,80,5,-3.67162,1.25127,0.003955,0.525005,0.065152,5.48961
134,Point,40.67635,-73.996919,Seed line,Fair: +/- 0.20 ,0.2,Ron Busciolano,Marker,NYKIN31506,"Smith St. between Luquer St. and Nelson St., Carroll Gardens, Brooklyn",NY,41183,Flash flooding,3,Seed line on green pole of no parking sign.,9/30/2021 4:00,25.3,2.32,Riverine,9/15/2021,0,-304091000,7.57085,0.578819,31.6878,0.105253,0.400435,156.612,86,29,-2.54263,2.02254,0.001828,0.402231,0.076421,7.26459
135,Point,40.677948,-73.988235,Seed line,Fair: +/- 0.20 ,0.2,Ron Busciolano,Marker,NYKIN31512,"Intersection of Carroll St. and Nevins St., Gowanus, Brooklyn",NY,41189,Flash flooding,3,Seed line on stop sign post on west side of Nevins St.,9/30/2021 4:00,10.2,0.81,Riverine,9/15/2021,0,1010390000,3.00217,0.589446,31.6717,0.107129,0.400435,342.562,100,0,-4.81729,0.655856,0.000906,0.401382,0.080308,3.0341
232,Point,40.82857,-73.830852,Seed line,Excellent: +/- 0.05 ,0.05,Ron Busciolano,Not marked,NYBRO31513,"Brinsmade Ave., between Barkely Ave. and Lafayette Ave., Throgs Neck, Bronx",NY,41190,Flash flooding,1,"Seed line on the back of house to the left of the back door, just left of the window.",9/15/2021 4:00,15.7,1.19,Riverine,9/15/2021,1,0,5.77,2.01715,33.4664,0.127886,0.331936,-1,86,14,0.32852,0,0.010856,0.502972,0.064133,5.77
136,Point,40.675959,-73.989996,Seed line,Good: +/- 0.10 ,0.1,Ron Busciolano,Marker,NYKIN31514,"3rd St., between 3rd Ave. and Bond St., at east side of 3rd St. Bridge, Gowanus, Brooklyn",NY,41191,Flash flooding,2,Seed line on stairs to big fenced in generator near Whole Foods Market on 3rd Ave.,9/28/2021 4:00,9.2,1.63,Riverine,9/15/2021,0,337204000,0.280059,0.589446,31.6717,0.107129,0.400435,319.619,100,2,-4.14751,1.00698,0.000311,0.399953,0.07789,0.537066
233,Point,40.82978,-73.830764,Seed line,Excellent: +/- 0.05 ,0.05,Ron Busciolano,Not marked,NYBRO31517,"Brinsmade Ave., between Barkley Ave. and Bruckner Blvd., Throgs Neck, Bronx",NY,41192,Flash flooding,1,Seed line on the northeast corner of house.,9/15/2021 4:00,15.8,0.46,Riverine,9/15/2021,0,0,5.77,2.01715,33.4664,0.127886,0.331936,231.715,83,62,2.31509,0.033008,0.011055,0.504112,0.063675,5.77
234,Point,40.835452,-73.823077,Seed line,Excellent: +/- 0.05 ,0.05,Ron Busciolano,Not marked,NYBRO31530,"Fairmount Ave., between Ellsworth Ave. and Fairfax Ave., Country Club, Bronx",NY,41196,Flash flooding,1,Seed line on front door of house.,9/15/2021 4:00,15.5,2.71,Riverine,9/15/2021,0,0,5.77602,2.02053,33.4219,0.131874,0.331936,-1,91,15,0.393058,0,0.008712,0.507454,0.054185,5.77666
235,Point,40.864431,-73.89875,Seed line,Good: +/- 0.10 ,0.1,Ron Busciolano,Marker,NYBRO31453,"Jerome Ave., between West 192nd St. and West 190th St. at St. James Park, Fordham Manor, Bronx",NY,41201,Flash flooding,2,High-water mark (HWM-2) located northwest of HWM-1 on northwest side of building; part of continuous seed line around building.,9/14/2021 4:00,116.1,1.68,Riverine,9/14/2021,0,-624464000,37.934,1.52251,32.2402,0.113863,0.400435,265.234,68,3716,4.00393,0.359755,0.008458,0.556107,0.113532,37.913
236,Point,40.894235,-73.843384,Seed line,Excellent: +/- 0.05 ,0.05,Ron Busciolano,Not marked,NYBRO31534,"De Reimer Ave. between Edenwald Ave. and Bussing Ave., Wakefield, Bronx",NY,41202,Flash flooding,1,Seed line on garage door of house.,9/15/2021 4:00,88.1,2.01,Riverine,9/15/2021,0,-749539000,26.9917,1.84578,33.1369,0.147811,0.368328,112.326,73,14,-0.86933,0.189819,0.004415,0.569554,0.059618,27.0508
237,Point,40.888074,-73.843699,Debris,Fair: +/- 0.20 ,0.2,Ron Busciolano,Not marked,NYBRO31535,"South of intersection of Grenada Pl. and Grace Ave. at Edenwald housing project, Edenwald, Bronx",NY,41203,Flash flooding,3,Debris line on chain-link fence.,9/17/2021 4:00,86.2,0.59,Riverine,9/15/2021,0,408777000,26.9687,1.84578,33.1195,0.143593,0.368328,349.951,62,11,-3.24746,1.63728,0.002075,0.563716,0.058647,27.6938
238,Point,40.762058,-73.8793,Seed line,Excellent: +/- 0.05 ,0.05,Ron Busciolano,Not marked,NYQUE31560,"30th Ave., between 90th St. and 89th St., Jackson Heights, Queens",NY,41228,Flash flooding,1,Seed line on the inside of garbage can enclosure.,9/15/2021 4:00,27.1,0.74,Riverine,9/16/2021,0,-82036800,8.15517,1.33235,33.8428,0.092411,0.400435,343.671,78,1,-3.84625,0.496743,0.007361,0.452329,0.138997,8.36674
239,Point,40.767108,-73.881569,Debris,Fair: +/- 0.20 ,0.2,Ron Busciolano,Nail and HWM tag,NYQUE31561,"Near intersection of 88th St. and 23rd Ave., at Budget Car Rental parking lot, Jackson Heights, Queens",NY,41229,Flash flooding,3,Debris line in middle of parking lot.,9/17/2021 4:00,21.6,0,Riverine,9/15/2021,0,467917000,7.41118,1.33235,33.8428,0.092411,0.400435,290.088,100,0,-4.39255,0.428901,0.001973,0.457808,0.137808,7.3258
240,Point,40.764953,-73.881204,Seed line,Excellent: +/- 0.05 ,0.05,Ron Busciolano,Not marked,NYQUE31580,"88th St., between 24th Ave. and Astoria Blvd., Jackson Heights, Queens",NY,41247,Flash flooding,1,"Seed line in inside basement wall of home, right of basement door.",9/15/2021 4:00,22.8,4.59,Riverine,9/15/2021,1,328997000,8.34656,1.33235,33.8428,0.092411,0.400435,253.974,86,0,-4.72298,0.596838,0.003899,0.455636,0.138775,8.17631
190,Point,40.751352,-73.901136,Seed line,Excellent: +/- 0.05 ,0.05,Ron Busciolano,Marker,NYQUE31583,"61st St., between Broadway and 34th Ave., Woodside, Queens",NY,41250,Flash flooding,1,"Seed line on cement wall, right side of entrance to parking garage.",9/15/2021 4:00,29.8,6.51,Riverine,9/15/2021,0,-62948400,8.72077,0.979423,33.0928,0.098665,0.400435,76.1503,90,12233,8.16483,0.018464,0.005818,0.448034,0.162893,8.71182
241,Point,40.764806,-73.88191,Seed line,Excellent: +/- 0.05 ,0.05,Ron Busciolano,Not marked,NYQUE31584,"Alley between 87th St. and 88th St., north of Astoria Blvd., Jackson Heights, Queens",NY,41251,Flash flooding,1,Seed line on exterior door to back of home.,9/15/2021 4:00,22.7,5.36,Riverine,9/15/2021,0,696787000,7.77667,1.33235,33.8428,0.092411,0.400435,286.568,91,0,-4.1393,0.332949,0.003658,0.455688,0.139432,7.74752
191,Point,40.737983,-73.900683,Seed line,Good: +/- 0.10 ,0.1,Ron Busciolano,Marker,NYQUE31630,"65th St, between 48th Ave. and 50th Ave., Maspeth, Queens",NY,41299,Flash flooding,2,Seed line on north side of garage entrance to home.,9/22/2021 4:00,32.5,4.44,Riverine,9/16/2021,0,727147000,10.9583,0.979423,32.7473,0.105642,0.400435,53.6853,86,196,0.729458,0.503919,0.011168,0.435055,0.166611,10.9587
137,Point,40.674164,-73.984479,Seed line,Good: +/- 0.10 ,0.1,Ron Busciolano,Marker,NYKIN31634,"2nd St., between 4th Ave. and 5th Ave., Park Slope, Brooklyn",NY,41303,Flash flooding,2,Seed line on tan mailbox.,9/28/2021 4:00,30.3,0.97,Riverine,9/17/2021,0,151577000,8.64318,0.589446,31.8941,0.108332,0.400435,323.03,96,165,0.122636,0.778982,0.005723,0.396712,0.077965,8.65401
138,Point,40.673421,-73.986403,Seed line,Fair: +/- 0.20 ,0.2,Ron Busciolano,Marker,NYKIN31635,"4th Ave., between 3rd St. and 5th St., Gowanus, Brooklyn",NY,41304,Flash flooding,3,Seed line on metal bench.,10/18/2021 4:00,23.4,1.22,Riverine,9/17/2021,0,-160387000,7.73979,0.589446,31.8941,0.108332,0.400435,303.875,98,1,-4.5935,1.04862,0.00471,0.396526,0.076601,7.69026
139,Point,40.670755,-73.986252,Seed line,Fair: +/- 0.20 ,0.2,Ron Busciolano,Marker,NYKIN31636,"7th St., between 5th Ave. and 4th Ave., Park Slope, Brooklyn",NY,41305,Flash flooding,3,Seed line on silver roll up door.,3/12/2023 5:00,44.1,1.12,Riverine,9/17/2021,0,-1265540000,11.8464,0.628832,31.8941,0.108332,0.400435,356.131,94,437,-4.5597,2.02692,0.006535,0.393921,0.07415,12.6429
140,Point,40.668089,-73.976915,Seed line,Fair: +/- 0.20 ,0.2,Ron Busciolano,Marker,NYKIN31637,"Intersection of 5th St. and 8th Ave., Park Slope, Brooklyn",NY,41306,Flash flooding,3,Seed line on bottom flange of fire hydrant.,9/28/2021 4:00,136.4,0.38,Riverine,9/22/2021,0,-37255000,40.7495,0.654098,31.9193,0.110312,0.400435,324.008,80,22,-2.61454,1.66644,0.015397,0.388793,0.075461,41.2252
141,Point,40.667095,-73.973043,Seed line,Good: +/- 0.10 ,0.1,Ron Busciolano,Marker,NYKIN31638,"Between Prospect Park West and West Drive, east of 4th St., near 3rd St. playground, Prospect Park, Brooklyn",NY,41307,Flash flooding,2,Seed line on back of sign near playground entrance.,9/28/2021 4:00,150,3.48,Riverine,9/17/2021,0,3089780000,45.6429,0.654098,31.9193,0.110312,0.400435,65.831,0,12,-4.32379,5.19107,0.019168,0.386773,0.07638,46.0017
192,Point,40.739729,-73.897388,Seed line,Good: +/- 0.10 ,0.1,Ron Busciolano,Marker,NYQUE31268,"East of intersection of 67th St. and Laurel Hill Blvd., Maspeth, Queens",NY,41309,Flash flooding,2,Seed line on cement walkway wall.,9/16/2021 4:00,31.9,0.87,Riverine,9/8/2021,0,283986000,11.1606,1.11811,32.7473,0.105642,0.400435,194.126,83,1,-4.67556,1.13828,0.011726,0.435828,0.167021,10.9587
193,Point,40.73809,-73.90141,Seed line,Fair: +/- 0.20 ,0.2,Ron Busciolano,Marker,NYQUE31279,"Alley north of 50th Ave., between 64th St. and 65th St., Woodside, Queens",NY,41312,Flash flooding,3,Seed line on south side of white vinyl fence.,9/16/2021 4:00,32.2,5.87,Riverine,9/9/2021,0,379479000,10.9583,0.979423,32.7473,0.105642,0.400435,11.9805,84,22,-1.37224,0.48126,0.010923,0.435357,0.166555,10.9587
194,Point,40.738021,-73.901409,Seed line,Fair: +/- 0.20 ,0.2,Ron Busciolano,Marker,NYQUE31279,"Alley north of 50th Ave., between 64th St. and 65th St., Woodside, Queens",NY,41314,Flash flooding,3,Seed line on wall of grey shed.,9/16/2021 4:00,32.1,5.41,Riverine,9/9/2021,0,1521840000,10.9583,0.979423,32.7473,0.105642,0.400435,66.4617,84,23,-0.394319,0.188871,0.010861,0.435291,0.166488,10.9587
195,Point,40.726837,-73.848079,Seed line,Good: +/- 0.10 ,0.1,Ron Busciolano,Marker,NYQUE31288,"Alley between 68th Ave. and 67th Dr., Forest Hills, Queens",NY,41316,Flash flooding,2,Seed line on south side of white garage door.,9/13/2021 4:00,33.1,0.72,Riverine,9/9/2021,0,374278000,15.6877,1.51718,33.8294,0.125999,0.331936,230.339,82,2,-5.0531,2.48936,0.000363,0.409886,0.142946,14.8613
196,Point,40.73233,-73.847971,Seed line,Good: +/- 0.10 ,0.1,Ron Busciolano,Nail and HWM tag,NYQUE31289,"Alley between 64th Rd. and 65th Ave., Forest Hills, Queens",NY,41317,Flash flooding,2,Seed line on concrete retaining wall.,9/17/2021 4:00,32.4,0.76,Riverine,9/9/2021,0,-737757000,11.6924,1.51718,33.7572,0.119348,0.331936,353.375,67,16,-3.01968,1.84686,0.001404,0.415138,0.138373,12.382
197,Point,40.735743,-73.84729,Mud,Good: +/- 0.10 ,0.1,Ron Busciolano,Marker,NYQUE31290,"63rd Ave., between 110th St. and Grand Central Pkwy. service road, Forest Hills, Queens",NY,41319,Flash flooding,2,"Mud line on outside of basement door (gold knob), first door left of the corner of the building.",9/13/2021 4:00,12.8,2.01,Riverine,9/9/2021,1,386843000,4.92578,1.51718,33.7572,0.119348,0.331936,55.3012,84,0,-4.61532,0.535923,0.000091,0.418233,0.135203,5.02696
198,Point,40.73933,-73.765212,Seed line,Good: +/- 0.10 ,0.1,Ron Busciolano,Marker,NYQUE31320,"Near intersection of 73rd Ave. and 210th St., in playground, Cunningham Park, Queens",NY,41320,Flash flooding,2,Seed line on red post in playground.,9/14/2021 4:00,78.3,0.84,Riverine,9/10/2021,0,-910849000,25.2959,2.16346,35.349,0.183126,0.331936,15.3157,17,8198,4.1929,0.65689,0.010176,0.399133,0.099439,25.4827
199,Point,40.739337,-73.765121,Seed line,Good: +/- 0.10 ,0.1,Ron Busciolano,Marker,NYQUE31320,"Near intersection of 73rd Ave. and 210th St., in playground, Cunningham Park, Queens",NY,41321,Flash flooding,2,Seed line on park bench.,9/14/2021 4:00,78.2,1.24,Riverine,9/10/2021,0,-3798540,25.295,2.16346,35.349,0.183126,0.331936,7.76006,6,1,-4.28065,0.766957,0.010238,0.399115,0.099421,25.4849
200,Point,40.730146,-73.806019,Seed line,Good: +/- 0.10 ,0.1,Ron Busciolano,Marker,NYQUE31322,"Near intersection of 163rd St. and 71st Ave., Pomonok, Queens",NY,41322,Flash flooding,2,Seed line on brown garage door (first from the corner of the building).,9/14/2021 4:00,56.3,2,Riverine,9/10/2021,0,778922000,19.884,1.79328,34.6605,0.155263,0.331936,54.9182,85,0,-4.58281,0.518778,0.000074,0.401513,0.12024,19.9877
201,Point,40.730562,-73.804343,Seed line,Fair: +/- 0.20 ,0.2,Ron Busciolano,Marker,NYQUE31323,"71st Ave., between 164th St. and 165th St., Pomonok, Queens",NY,41323,Flash flooding,3,Seed line on window guard next to front door of house.,9/14/2021 4:00,59.8,4.2,Riverine,9/10/2021,0,-136022000,18.5767,1.90682,34.6605,0.155263,0.331936,36.3443,76,0,-4.42966,0.445119,0.000371,0.401453,0.119133,18.8045
242,Point,40.764944,-73.881209,Seed line,Good: +/- 0.10 ,0.1,Ron Busciolano,Not marked,NYQUE31580,"88th St., between 24th Ave. and Astoria Blvd., Jackson Heights, Queens",NY,41324,Flash flooding,2,"Seed line on outside wall of home just right of basement entrance, left of steps to front door of home.",9/15/2021 4:00,23,4.91,Riverine,9/15/2021,0,328997000,8.34656,1.33235,33.8428,0.092411,0.400435,253.974,86,0,-4.72298,0.596838,0.003903,0.455629,0.138785,8.17631
243,Point,40.767315,-73.881704,Debris,Poor: +/- 0.40 ,0.4,Ron Busciolano,Not marked,NYQUE31561,"Near intersection of 88th St. and 23rd Ave., at Budget Car Rental parking lot, Jackson Heights, Queens",NY,41325,Flash flooding,4,Faint debris line on chain link fence behind guard rail.,9/15/2021 4:00,22.2,1.54,Riverine,9/15/2021,0,376312000,7.22399,1.33235,33.8428,0.092411,0.400435,313.019,99,1,-4.11557,0.650262,0.001726,0.458044,0.137798,7.07539
244,Point,40.835449,-73.823089,Seed line,Good: +/- 0.10 ,0.1,Ron Busciolano,Not marked,NYBRO31530,"Fairmount Ave., between Ellsworth Ave. and Fairfax Ave., Country Club, Bronx",NY,41326,Flash flooding,2,"Seed line on vinyl siding of house, just to the right of the front door.",9/15/2021 4:00,15.5,0.12,Riverine,9/15/2021,0,0,5.77602,2.02053,33.4219,0.131874,0.331936,-1,91,15,0.393058,0,0.00872,0.507454,0.054196,5.77666
245,Point,40.828566,-73.830872,Seed line,Excellent: +/- 0.05 ,0.05,Ron Busciolano,Not marked,NYBRO31513,"Brinsmade Ave., between Barkely Ave. and Lafayette Ave., Throgs Neck, Bronx",NY,41328,Flash flooding,1,Seed line on hallway wall of house near back entrance.,9/15/2021 4:00,15.7,1.75,Riverine,9/15/2021,1,0,5.77,2.01715,33.4664,0.127886,0.331936,-1,86,14,0.32852,0,0.010837,0.502974,0.064153,5.77
246,Point,40.890165,-73.895815,Seed line,Excellent: +/- 0.05 ,0.05,Ron Busciolano,Marker,NYBRO31267,"East of Broadway, at Van Cortlandt Pool, Van Cortlandt Park, Bronx",NY,41343,Flash flooding,1,"Seed line on left side of the building, diagonal from HWM-1.",9/18/2021 4:00,16.2,4.61,Riverine,9/8/2021,0,0,6.0194,1.53845,32.4275,0.128616,0.401071,-1,62,20,0.664992,0,0.000158,0.580044,0.110616,6.02686
142,Point,40.612261,-73.964684,Seed line,Fair: +/- 0.20 ,0.2,Ron Busciolano,Nail and HWM tag,NYKIN31714,"Avenue O, between East 9th St. and East 8th St., Midwood, Brooklyn",NY,41406,Flash flooding,3,Seed line on utility pole.,10/18/2021 4:00,31.5,1.48,Riverine,9/13/2021,0,353293000,8.9388,0.773089,32.9035,0.110366,0.243375,143.891,86,1,-3.30427,0.288908,0.004631,0.331753,0.038583,8.87806
0,Point,40.404814,-74.681513,Seed line,Fair: +/- 0.20 ,0.2,Sally Carullo,Stake,NJSOM31515,"Cherry Hill Road near Princeton, NJ",NJ,41420,Beden Brook,3,"Seed line high in tree, used for confirmation of other marks",9/16/2021 4:00,76,7.3,Riverine,9/10/2021,0,1213090000,21.3184,1.86292,27.7253,0.01078,0.428718,147.18,2,0,-4.83927,0.67043,0.00095,0.329215,0.417992,2.04115
1,Point,40.406112,-74.680497,Debris,Fair: +/- 0.20 ,0.2,Michal Niemoczynski,Stake,NJSOM31515,"Cherry Hill Road near Princeton, NJ",NJ,41421,Beden Brook,3,"Debris line in brush, farm access road N of Country Route 518, west of Beden Brook",9/16/2021 4:00,74.3,0,Riverine,9/10/2021,0,-2038310000,22.5971,1.86292,27.7253,0.01078,0.428718,155.95,0,30,-1.96993,1.17906,0.002073,0.330184,0.416747,3.3894
2,Point,40.406005,-74.681298,Seed line,Poor: +/- 0.40 ,0.4,Michal Niemoczynski,Stake,NJSOM31515,"Cherry Hill Road near Princeton, NJ",NJ,41422,Beden Brook,4,"Seed line on base of tree, near loose wash line S side of Country Route 518, W of Beden Brook and Cherry Rd",9/16/2021 4:00,75.4,0.2,Riverine,9/10/2021,0,2588830000,22.9574,1.86292,27.7253,0.01078,0.428718,39.2629,31,0,-5.30341,1.06634,0.002037,0.330301,0.417554,4.50795
3,Point,40.406102,-74.681067,Other (Note in Description box),Poor: +/- 0.40 ,0.4,Sally Carullo,Stake,NJSOM31515,"Cherry Hill Road near Princeton, NJ",NJ,41423,Beden Brook,4,"Cut line N side of Country Route 518, at Cherry Hill Rd",9/16/2021 4:00,74,0,Riverine,9/10/2021,0,-3061830000,22.3635,1.86292,27.7253,0.01078,0.428718,172.089,23,1,-5.72385,3.24419,0.002235,0.330331,0.417309,4.23958
4,Point,40.406123,-74.681138,Other (Note in Description box),Poor: +/- 0.40 ,0.4,Sally Carullo,Stake,NJSOM31515,"Cherry Hill Road near Princeton, NJ",NJ,41424,Beden Brook,4,Stake in cut line near HWM3,9/16/2021 4:00,75.2,0,Riverine,9/10/2021,0,6537310000,23.74,1.86292,27.7253,0.01078,0.428718,177.577,23,0,-6.40229,3.19692,0.002217,0.330371,0.417375,4.39658
5,Point,40.406026,-74.68045,Debris,Fair: +/- 0.20 ,0.2,Sally Carullo,Stake,NJSOM31515,"Cherry Hill Road near Princeton, NJ",NJ,41426,Beden Brook,3,"Nail and tape in tree, N of Country Route 518, near HWM2.",9/16/2021 4:00,75,1,Riverine,9/10/2021,0,2496890000,22.5393,1.86292,27.7253,0.01078,0.428718,163.243,0,0,-5.34865,1.11568,0.002018,0.330089,0.416717,3.28504
11,Point,40.4066,-74.675513,Seed line,Fair: +/- 0.20 ,0.2,Sally Carullo,Nail and HWM tag,NJSOM31516,"North side of County Route 518, east of Beden Brook near Princeton, NJ",NJ,41427,Beden Brook,3,"Nail and tape in poison ivy on small tree on S side of County Route 518, across from driveway with 3 mailboxes.",9/16/2021 4:00,74.5,2.8,Riverine,9/10/2021,0,1178530000,22.0154,1.86292,27.8211,0.011301,0.428718,211.903,24,0,-5.21933,0.980371,0.002122,0.329284,0.411761,7.46015
12,Point,40.406763,-74.675717,Debris,Fair: +/- 0.20 ,0.2,Sally Carullo,Stake,NJSOM31516,"North side of County Route 518, east of Beden Brook near Princeton, NJ",NJ,41428,Beden Brook,3,"Debris line in low shrubs, N side of County Route 518 streamward side of driveway.",9/16/2021 4:00,74.2,0,Riverine,9/10/2021,0,3185520000,22.3299,1.86292,27.8211,0.011301,0.428718,205.29,19,0,-5.78228,1.72103,0.001868,0.329497,0.41193,8.81098
6,Point,40.407349,-74.676653,Seed line,Good: +/- 0.10 ,0.1,Sally Carullo,Nail and HWM tag,NJSOM31516,"North side of County Route 518, east of Beden Brook near Princeton, NJ",NJ,41429,Beden Brook,2,"Nail in tree with flagging on private property DS right of County Route 518 bridge, near fence",9/16/2021 4:00,73.9,2.25,Riverine,9/10/2021,0,582717000,19.9918,1.86292,27.8211,0.011301,0.428718,268.714,0,2,-5.80821,5.28525,0.000785,0.330318,0.412739,5.43796
143,Point,40.679252,-74.009158,Mud,Good: +/- 0.10 ,0.1,Ron Busciolano,Marker,NYKIN31761,"Visitation Pl., between Van Brunt St. and Richards St., Red Hook, Brooklyn",NY,41430,Flash flooding,2,Mud line on inside of basement door adjacent to back parking lot of courthouse at Visitation Pl.,9/30/2021 4:00,4.2,0.3,Riverine,9/23/2021,0,-2292310000,2.22367,0.578819,31.7403,0.103189,0.400435,165.906,91,5,-2.86283,0.557384,0.006972,0.408384,0.076178,2.04053
13,Point,40.414561,-74.664437,Seed line,Fair: +/- 0.20 ,0.2,Michal Niemoczynski,Tape,NJSOM31729,"Opossum Road in Skillman, NJ",NJ,41431,Beden Brook,3,Seed line on garage door opening,9/23/2021 4:00,67,6,Riverine,9/14/2021,0,3481850000,17.089,1.822,27.9787,0.011869,0.428718,40.4903,0,2,-4.87884,2.09165,0.001304,0.333896,0.399414,6.89608
144,Point,40.721788,-73.953568,Debris,Fair: +/- 0.20 ,0.2,Ron Busciolano,Paint,NYKIN31762,"South of Bedford Ave., between north 12th St. and Lorimer Ave., in McCarren Park, Brooklyn",NY,41433,Flash flooding,3,Debris line on mesh and chain link fence to the right of entrance of Automotive High School.,9/30/2021 4:00,12.1,1.18,Riverine,9/23/2021,0,505654000,4.29984,0.64953,30.7019,0.105324,0.400435,125.618,58,0,-3.85693,0.251042,0.002376,0.434012,0.133962,4.26491
253,Point,40.985807,-74.090789,Debris,Good: +/- 0.10 ,0.1,Sally Carullo,Other (Note in Description box),NJBER31731,"Queens Court, Ridgewood, NJ",NJ,41434,Saddle River,2,"Debris line on concrete house foundation. Side of house on Queens Court. Mark on private residence, did not apply any permanent marking.",9/21/2021 4:00,84,2.47,Riverine,9/14/2021,0,-12326200000,24.6574,1.15987,31.2535,0.067435,0.401071,149.368,7,365,-0.797883,4.30413,0.000427,0.72557,0.323211,4.72443
254,Point,40.977334,-74.09135,Other (Note in Description box),Fair: +/- 0.20 ,0.2,Michal Niemoczynski,Stake,NJBER31733,"Fillmore Court in Paramus, NJ",NJ,41435,Saddle River,3,Cut line in mulch at the end of garden bed on  Fillmore Ct property.,9/21/2021 4:00,73.4,0,Riverine,9/14/2021,0,2792280000,22.2726,1.15987,31.235,0.067704,0.401071,182.601,49,4,-3.05767,0.564403,0.000626,0.717577,0.321042,0.45665
221,Point,40.794968,-73.951375,Seed line,Fair: +/- 0.20 ,0.2,Ron Busciolano,Paint,NYNEW31394,"West of intersection of 5th Ave. and East 107th St., near east bank of Harlem Meer, Central Park, Manhattan",NY,41438,Flash flooding,3,Seed line in grass along with tangled grass in weeds.,9/13/2021 4:00,14.7,0,Riverine,9/13/2021,0,-747258000,5.56985,0.852275,28.9582,0.100478,0.400435,215.511,7,1393,3.86682,0.154749,0.004748,0.503773,0.184281,5.57004
222,Point,40.866027,-73.928234,Debris,Excellent: +/- 0.05 ,0.05,Ron Busciolano,Not marked,NYNEW31395,"Seaman Ave., between Dyckman St. and Riverside Dr., Inwood, Manhattan",NY,41439,Flash flooding,1,Debris line in grill of green Dodge sedan parked in front of BP gas station. Owner of gas station verified that the car has not been moved since the storm.,9/13/2021 4:00,21,0.97,Riverine,9/13/2021,0,-861128000,8.51162,1.32207,31.6369,0.109338,0.400435,0.042608,98,3,-4.29647,1.55808,0.011337,0.565741,0.142779,8.90476
223,Point,40.873684,-73.919438,Debris,Good: +/- 0.10 ,0.1,Ron Busciolano,Not marked,NYNEW31396,"Northwest of intersection of Indian Rd. and West 218th St., at cut channel of the Harlem River, Inwood Hill Park, Manhattan",NY,41440,Harlem River,2,"Debris and mud line near the bridge rail, adjacent to HWM-1.",9/13/2021 4:00,7.1,0,Riverine,9/13/2021,0,-1836640000,3.42778,1.32207,31.8907,0.113009,0.400435,301.011,0,0,-4.72908,0.600489,0.006141,0.570687,0.133662,3.55449
